"","Filt.Rnd","Filt.mbr.pore","Filt.Type","Biol.Rpl.nr","unkFilt.nr","Filtreret.volume..mL.","dato.for.filtrering","Tidspnkt.start.filt","Tidspnkt.slut.filt","Tidspnkt.Filt.indfrosset","Cartridge.nummer.I.manifold","Manifold.og.pumpe.nummer","Notat","ESXNR","subESXNr","ekstraktionsudbytte_vol_fra_filter_mL","ekstraktionsdato","konc_ng_per_uL","Note_til_ekstraktion","vol_ATL_buffer_uL","vol_proteinaseK_uL","vol_AL_buffer_uL","vol_96EtOH_uL","vol_AE_buffer_for_elutering_uL","fltvol.mL","flttim.end","flttim.sta","dt.f.filt","flttim.sta_hh","flttim.sta_mm","flttim.sta_hh_mm","flttim.end_hh","flttim.end_mm","flttim.end_hh_mm","fltm_end","fltm_sta","diff.time","extrvl_mL","extrconc_ngpuL","volATL_uL","volPK_uL","dt.f.extr","diff.dt.fil.extr","mlpermin","vlf.extrc","vly.rt","filt.smpltp","filt.psz","filt.mbr","extrconc_ngpuL_Pfltvol.L","covl","tmflt_end","tmflt_frz","tm.btw_fil_freez"
"77","Rnd02","STX_0.22","CPS","14","46",4950,"2024-jul-16","1437","1752","1832","NA","1","",38,6,0.9,"2024-sep-06","16.5","","720","80","400","400","200",4950,1752,1437,2024-07-16,"14","37","2024-07-16 14:37","17","52","2024-07-16 17:52",2024-07-16 17:52:00,2024-07-16 14:37:00,195,0.9,16.5,720,80,2024-09-06,52,25.3846153846154,800,1.125,"smpl",0.22,"STX",3.33333333333333,3333.33333333333,2024-07-16 17:52:00,2024-07-16 18:32:00,40
"78","Rnd02","STX_0.22","CPS","15","47",4750,"2024-jul-16","1437","1752","1832","NA","1","",38,7,0.7,"2024-sep-06","15.6","","720","80","400","400","200",4750,1752,1437,2024-07-16,"14","37","2024-07-16 14:37","17","52","2024-07-16 17:52",2024-07-16 17:52:00,2024-07-16 14:37:00,195,0.7,15.6,720,80,2024-09-06,52,24.3589743589744,800,0.875,"smpl",0.22,"STX",3.28421052631579,3284.21052631579,2024-07-16 17:52:00,2024-07-16 18:32:00,40
"79","Rnd02","STX_0.22","CPS","16","48",4800,"2024-jul-16","1437","1752","1832","NA","1","",38,8,0.9,"2024-sep-06","15","","720","80","400","400","200",4800,1752,1437,2024-07-16,"14","37","2024-07-16 14:37","17","52","2024-07-16 17:52",2024-07-16 17:52:00,2024-07-16 14:37:00,195,0.9,15,720,80,2024-09-06,52,24.6153846153846,800,1.125,"smpl",0.22,"STX",3.125,3125,2024-07-16 17:52:00,2024-07-16 18:32:00,40
"80","Rnd03","STX_0.45","CPS","1","81",5050,"2024-jul-17","1318","1635","1651","NA","1","",38,9,0.5,"2024-sep-06","13","","720","80","400","400","200",5050,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.5,13,720,80,2024-09-06,51,25.6345177664975,800,0.625,"smpl",0.45,"STX",2.57425742574257,2574.25742574257,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"81","Rnd03","STX_0.45","CPS","2","82",5050,"2024-jul-17","1318","1635","1651","NA","1","",38,10,0.3,"2024-sep-06","6.55","","720","80","400","400","200",5050,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.3,6.55,720,80,2024-09-06,51,25.6345177664975,800,0.375,"smpl",0.45,"STX",1.2970297029703,1297.0297029703,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"82","Rnd03","STX_0.45","CPS","3","83",4950,"2024-jul-17","1318","1635","1651","NA","1","",38,11,0.7,"2024-sep-06","14.2","","720","80","400","400","200",4950,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.7,14.2,720,80,2024-09-06,51,25.1269035532995,800,0.875,"smpl",0.45,"STX",2.86868686868687,2868.68686868687,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"83","Rnd03","STX_0.45","CPS","4","84",5000,"2024-jul-17","1318","1635","1651","NA","1","",38,12,0.6,"2024-sep-06","14","","720","80","400","400","200",5000,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.6,14,720,80,2024-09-06,51,25.3807106598985,800,0.75,"smpl",0.45,"STX",2.8,2800,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"84","Rnd03","STX_0.45","CPS","5","85",4900,"2024-jul-17","1318","1635","1651","NA","1","",38,13,0.4,"2024-sep-06","9.85","","720","80","400","400","200",4900,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.4,9.85,720,80,2024-09-06,51,24.8730964467005,800,0.5,"smpl",0.45,"STX",2.01020408163265,2010.20408163265,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"85","Rnd03","STX_0.45","CPS","6","86",5000,"2024-jul-17","1318","1635","1651","NA","1","",38,14,0.3,"2024-sep-06","6.65","","720","80","400","400","200",5000,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.3,6.65,720,80,2024-09-06,51,25.3807106598985,800,0.375,"smpl",0.45,"STX",1.33,1330,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"86","Rnd03","STX_0.45","CPS","7","87",4850,"2024-jul-17","1318","1635","1651","NA","1","",38,15,0.8,"2024-sep-06","16.4","","720","80","800","800","200",4850,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.8,16.4,720,80,2024-09-06,51,24.6192893401015,800,1,"smpl",0.45,"STX",3.38144329896907,3381.44329896907,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"87","Rnd03","STX_0.45","CPS","8","88",5050,"2024-jul-17","1318","1635","1651","NA","1","",38,16,0.8,"2024-sep-06","14.8","","720","80","400","400","200",5050,1635,1318,2024-07-17,"13","18","2024-07-17 13:18","16","35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.8,14.8,720,80,2024-09-06,51,25.6345177664975,800,1,"smpl",0.45,"STX",2.93069306930693,2930.69306930693,2024-07-17 16:35:00,2024-07-17 16:51:00,16
"88","Rnd05","PLC_0.22NK","DIS","1","165",5000,"2024-jul-30","1305","1948","2047","1","2","",38,17,1,"2024-sep-06","4.59","","1440","160","800","800","200",5000,1948,1305,2024-07-30,"13","05","2024-07-30 13:05","19","48","2024-07-30 19:48",2024-07-30 19:48:00,2024-07-30 13:05:00,403,1,4.59,1440,160,2024-09-06,38,12.4069478908189,1600,0.625,"NK",0.22,"PLC",0.918,918,2024-07-30 19:48:00,2024-07-30 20:47:00,59
"89","Rnd05","PLC_0.22NK","DIS","2","166",5050,"2024-jul-30","1305","2013","2047","1","2","",38,18,1.5,"2024-sep-06","6.4","","1440","160","800","800","200",5050,2013,1305,2024-07-30,"13","05","2024-07-30 13:05","20","13","2024-07-30 20:13",2024-07-30 20:13:00,2024-07-30 13:05:00,428,1.5,6.4,1440,160,2024-09-06,38,11.7990654205607,1600,0.9375,"NK",0.22,"PLC",1.26732673267327,1267.32673267327,2024-07-30 20:13:00,2024-07-30 20:47:00,34
"90","Rnd05","PLC_0.22NK","DIS","3","167",5250,"2024-jul-30","1305","2030","2047","2","2","",38,19,1.5,"2024-sep-06","7.25","","1440","160","800","800","200",5250,2030,1305,2024-07-30,"13","05","2024-07-30 13:05","20","30","2024-07-30 20:30",2024-07-30 20:30:00,2024-07-30 13:05:00,445,1.5,7.25,1440,160,2024-09-06,38,11.7977528089888,1600,0.9375,"NK",0.22,"PLC",1.38095238095238,1380.95238095238,2024-07-30 20:30:00,2024-07-30 20:47:00,17
"91","NA","NoFilter_NK","NEK","NA","NEK03",NA,"NA","NA","NA","NA","NA","NA","Negative extraction control in lab",38,20,0.2,"2024-sep-06","0","","180","20","200","200","200",NA,NA,NA,NA,NA,NA,"NA NA:NA",NA,NA,"NA NA:NA",NA,NA,NA,0.2,0,180,20,2024-09-06,NA,NA,200,1,"NK",0,"NoFilter",NA,NA,NA,NA,NA
"92","Rnd02","PLC_1.20","DIS","1","65",3400,"2024-jul-17","1215","1408","1415","1","3","",39,1,1.5,"2024-oct-23","5.95","","1440","160","800","800","200",3400,1408,1215,2024-07-17,"12","15","2024-07-17 12:15","14","08","2024-07-17 14:08",2024-07-17 14:08:00,2024-07-17 12:15:00,113,1.5,5.95,1440,160,2024-10-23,98,30.0884955752212,1600,0.9375,"smpl",1.2,"PLC",1.75,1750,2024-07-17 14:08:00,2024-07-17 14:15:00,7
"93","Rnd03","PLC_0.40","DIS","1","105",4900,"2024-jul-18","1115","1549","1611","1","3","",39,2,1.4,"2024-oct-23","17.6","","1440","160","800","800","200",4900,1549,1115,2024-07-18,"11","15","2024-07-18 11:15","15","49","2024-07-18 15:49",2024-07-18 15:49:00,2024-07-18 11:15:00,274,1.4,17.6,1440,160,2024-10-23,97,17.8832116788321,1600,0.875,"smpl",0.4,"PLC",3.59183673469388,3591.83673469388,2024-07-18 15:49:00,2024-07-18 16:11:00,22
"94","Rnd03","PLC_0.40","DIS","2","106",5000,"2024-jul-18","1115","1549","1611","1","3","",39,3,1.3,"2024-oct-23","13.6","","1440","160","800","800","200",5000,1549,1115,2024-07-18,"11","15","2024-07-18 11:15","15","49","2024-07-18 15:49",2024-07-18 15:49:00,2024-07-18 11:15:00,274,1.3,13.6,1440,160,2024-10-23,97,18.2481751824818,1600,0.8125,"smpl",0.4,"PLC",2.72,2720,2024-07-18 15:49:00,2024-07-18 16:11:00,22
"95","Rnd03","PLC_0.40","DIS","3","107",5000,"2024-jul-18","1115","1600","1611","2","3","",39,4,1.4,"2024-oct-23","21.6","","1440","160","800","800","200",5000,1600,1115,2024-07-18,"11","15","2024-07-18 11:15","16","00","2024-07-18 16:00",2024-07-18 16:00:00,2024-07-18 11:15:00,285,1.4,21.6,1440,160,2024-10-23,97,17.5438596491228,1600,0.875,"smpl",0.4,"PLC",4.32,4320,2024-07-18 16:00:00,2024-07-18 16:11:00,11
"96","Rnd03","PLC_0.40","DIS","4","108",5000,"2024-jul-18","1115","1600","1611","2","3","",39,5,1.4,"2024-oct-23","13.2","","1440","160","800","800","200",5000,1600,1115,2024-07-18,"11","15","2024-07-18 11:15","16","00","2024-07-18 16:00",2024-07-18 16:00:00,2024-07-18 11:15:00,285,1.4,13.2,1440,160,2024-10-23,97,17.5438596491228,1600,0.875,"smpl",0.4,"PLC",2.64,2640,2024-07-18 16:00:00,2024-07-18 16:11:00,11
"97","Rnd03","PLC_0.40","DIS","5","109",3700,"2024-jul-18","1115","1612","1631","3","3","",39,6,1.4,"2024-oct-23","11.8","","1440","160","800","800","200",3700,1612,1115,2024-07-18,"11","15","2024-07-18 11:15","16","12","2024-07-18 16:12",2024-07-18 16:12:00,2024-07-18 11:15:00,297,1.4,11.8,1440,160,2024-10-23,97,12.4579124579125,1600,0.875,"smpl",0.4,"PLC",3.18918918918919,3189.18918918919,2024-07-18 16:12:00,2024-07-18 16:31:00,19
"98","Rnd03","PLC_0.40","DIS","6","110",4450,"2024-jul-18","1115","1612","1631","3","3","",39,7,1.4,"2024-oct-23","16.4","","1440","160","800","800","200",4450,1612,1115,2024-07-18,"11","15","2024-07-18 11:15","16","12","2024-07-18 16:12",2024-07-18 16:12:00,2024-07-18 11:15:00,297,1.4,16.4,1440,160,2024-10-23,97,14.983164983165,1600,0.875,"smpl",0.4,"PLC",3.68539325842697,3685.39325842697,2024-07-18 16:12:00,2024-07-18 16:31:00,19
"99","Rnd03","PLC_0.40","DIS","7","111",4700,"2024-jul-18","1115","1623","1631","4","3","",39,8,1.4,"2024-oct-23","19.9","","1440","160","800","800","200",4700,1623,1115,2024-07-18,"11","15","2024-07-18 11:15","16","23","2024-07-18 16:23",2024-07-18 16:23:00,2024-07-18 11:15:00,308,1.4,19.9,1440,160,2024-10-23,97,15.2597402597403,1600,0.875,"smpl",0.4,"PLC",4.23404255319149,4234.04255319149,2024-07-18 16:23:00,2024-07-18 16:31:00,8
"100","Rnd03","PLC_0.40","DIS","8","112",5100,"2024-jul-18","1115","1623","1631","4","3","",39,9,1.5,"2024-oct-23","15.6","","1440","160","800","800","200",5100,1623,1115,2024-07-18,"11","15","2024-07-18 11:15","16","23","2024-07-18 16:23",2024-07-18 16:23:00,2024-07-18 11:15:00,308,1.5,15.6,1440,160,2024-10-23,97,16.5584415584416,1600,0.9375,"smpl",0.4,"PLC",3.05882352941176,3058.82352941176,2024-07-18 16:23:00,2024-07-18 16:31:00,8
"101","Rnd03","PLC_0.40","DIS","9","113",4500,"2024-jul-18","1115","1651","1659","5","3","",39,10,1.5,"2024-oct-23","15.8","","1440","160","800","800","200",4500,1651,1115,2024-07-18,"11","15","2024-07-18 11:15","16","51","2024-07-18 16:51",2024-07-18 16:51:00,2024-07-18 11:15:00,336,1.5,15.8,1440,160,2024-10-23,97,13.3928571428571,1600,0.9375,"smpl",0.4,"PLC",3.51111111111111,3511.11111111111,2024-07-18 16:51:00,2024-07-18 16:59:00,8
"102","Rnd03","PLC_0.40","DIS","10","114",3900,"2024-jul-18","1115","1651","1659","5","3","",39,11,1.5,"2024-oct-23","19","","1440","160","800","800","200",3900,1651,1115,2024-07-18,"11","15","2024-07-18 11:15","16","51","2024-07-18 16:51",2024-07-18 16:51:00,2024-07-18 11:15:00,336,1.5,19,1440,160,2024-10-23,97,11.6071428571429,1600,0.9375,"smpl",0.4,"PLC",4.87179487179487,4871.79487179487,2024-07-18 16:51:00,2024-07-18 16:59:00,8
"103","Rnd03","PLC_0.40","DIS","11","115",4350,"2024-jul-18","1115","1702","1711","6","3","",39,12,1.2,"2024-oct-23","16","","1440","160","800","800","200",4350,1702,1115,2024-07-18,"11","15","2024-07-18 11:15","17","02","2024-07-18 17:02",2024-07-18 17:02:00,2024-07-18 11:15:00,347,1.2,16,1440,160,2024-10-23,97,12.536023054755,1600,0.75,"smpl",0.4,"PLC",3.67816091954023,3678.16091954023,2024-07-18 17:02:00,2024-07-18 17:11:00,9
"104","Rnd03","PLC_0.40","DIS","12","116",4700,"2024-jul-18","1115","1702","1711","6","3","",39,13,1.5,"2024-oct-23","19.1","","1440","160","800","800","200",4700,1702,1115,2024-07-18,"11","15","2024-07-18 11:15","17","02","2024-07-18 17:02",2024-07-18 17:02:00,2024-07-18 11:15:00,347,1.5,19.1,1440,160,2024-10-23,97,13.5446685878963,1600,0.9375,"smpl",0.4,"PLC",4.06382978723404,4063.82978723404,2024-07-18 17:02:00,2024-07-18 17:11:00,9
"105","Rnd03","PLC_0.40","DIS","13","117",5600,"2024-jul-18","1115","1721","1735","7","3","",39,14,1.4,"2024-oct-23","14","","1440","160","800","800","200",5600,1721,1115,2024-07-18,"11","15","2024-07-18 11:15","17","21","2024-07-18 17:21",2024-07-18 17:21:00,2024-07-18 11:15:00,366,1.4,14,1440,160,2024-10-23,97,15.3005464480874,1600,0.875,"smpl",0.4,"PLC",2.5,2500,2024-07-18 17:21:00,2024-07-18 17:35:00,14
"106","Rnd03","PLC_0.40","DIS","14","118",5250,"2024-jul-18","1115","1721","1735","7","3","",39,15,1.6,"2024-oct-23","3.22","Filter extraction in 50 mL falcon tube had leaked over night, as the lid, was not tight. I had to add 1.6 mL ATL buffer again, a nd then vortex, and extract the redisolved filter bits, which resulted in a low concentration in the extraction.","1440","160","800","800","200",5250,1721,1115,2024-07-18,"11","15","2024-07-18 11:15","17","21","2024-07-18 17:21",2024-07-18 17:21:00,2024-07-18 11:15:00,366,1.6,3.22,1440,160,2024-10-23,97,14.344262295082,1600,1,"smpl",0.4,"PLC",0.613333333333333,613.333333333333,2024-07-18 17:21:00,2024-07-18 17:35:00,14
"107","Rnd03","PLC_0.40","DIS","15","119",5250,"2024-jul-18","1115","1721","1735","8","3","",39,16,1.4,"2024-oct-23","19","","1440","160","800","800","200",5250,1721,1115,2024-07-18,"11","15","2024-07-18 11:15","17","21","2024-07-18 17:21",2024-07-18 17:21:00,2024-07-18 11:15:00,366,1.4,19,1440,160,2024-10-23,97,14.344262295082,1600,0.875,"smpl",0.4,"PLC",3.61904761904762,3619.04761904762,2024-07-18 17:21:00,2024-07-18 17:35:00,14
"108","Rnd03","PLC_0.40","DIS","16","120",5000,"2024-jul-18","1115","1721","1735","8","3","",39,17,1.4,"2024-oct-23","19.5","","1440","160","800","800","200",5000,1721,1115,2024-07-18,"11","15","2024-07-18 11:15","17","21","2024-07-18 17:21",2024-07-18 17:21:00,2024-07-18 11:15:00,366,1.4,19.5,1440,160,2024-10-23,97,13.6612021857923,1600,0.875,"smpl",0.4,"PLC",3.9,3900,2024-07-18 17:21:00,2024-07-18 17:35:00,14
"109","Rnd05","PLC_0.80NK","DIS","1","173",5000,"2024-jul-30","1305","1819","1857","5","2","",39,18,1.4,"2024-oct-23","2.8","","1440","160","800","800","200",5000,1819,1305,2024-07-30,"13","05","2024-07-30 13:05","18","19","2024-07-30 18:19",2024-07-30 18:19:00,2024-07-30 13:05:00,314,1.4,2.8,1440,160,2024-10-23,85,15.9235668789809,1600,0.875,"NK",0.8,"PLC",0.56,560,2024-07-30 18:19:00,2024-07-30 18:57:00,38
"110","Rnd05","PLC_0.80NK","DIS","2","174",4000,"2024-jul-30","1305","1846","1857","5","2","",39,19,1.3,"2024-oct-23","3.07","","1440","160","800","800","200",4000,1846,1305,2024-07-30,"13","05","2024-07-30 13:05","18","46","2024-07-30 18:46",2024-07-30 18:46:00,2024-07-30 13:05:00,341,1.3,3.07,1440,160,2024-10-23,85,11.7302052785924,1600,0.8125,"NK",0.8,"PLC",0.7675,767.5,2024-07-30 18:46:00,2024-07-30 18:57:00,11
"111","Rnd05","PLC_0.80NK","DIS","3","175",5000,"2024-jul-30","1305","2000","2047","6","2","",39,20,1.3,"2024-oct-23","2.9","","1440","160","800","800","200",5000,2000,1305,2024-07-30,"13","05","2024-07-30 13:05","20","00","2024-07-30 20:00",2024-07-30 20:00:00,2024-07-30 13:05:00,415,1.3,2.9,1440,160,2024-10-23,85,12.0481927710843,1600,0.8125,"NK",0.8,"PLC",0.58,580,2024-07-30 20:00:00,2024-07-30 20:47:00,47
"112","Rnd05","PLC_0.80NK","DIS","4","176",5000,"2024-jul-30","1305","2025","2047","6","2","",39,21,1.3,"2024-oct-23","3.4","","1440","160","800","800","200",5000,2025,1305,2024-07-30,"13","05","2024-07-30 13:05","20","25","2024-07-30 20:25",2024-07-30 20:25:00,2024-07-30 13:05:00,440,1.3,3.4,1440,160,2024-10-23,85,11.3636363636364,1600,0.8125,"NK",0.8,"PLC",0.68,680,2024-07-30 20:25:00,2024-07-30 20:47:00,22
"113","Rnd05","PLC_0.40NK","DIS","1","189",5000,"2024-jul-30","1521","2139","2148","3","3","",39,22,1.4,"2024-oct-23","4.52","","1440","160","800","800","200",5000,2139,1521,2024-07-30,"15","21","2024-07-30 15:21","21","39","2024-07-30 21:39",2024-07-30 21:39:00,2024-07-30 15:21:00,378,1.4,4.52,1440,160,2024-10-23,85,13.2275132275132,1600,0.875,"NK",0.4,"PLC",0.904,904,2024-07-30 21:39:00,2024-07-30 21:48:00,9
"114","Rnd05","PLC_0.40NK","DIS","2","190",5000,"2024-jul-30","1521","2142","2148","3","3","",39,23,1.4,"2024-oct-23","4.65","","1440","160","800","800","200",5000,2142,1521,2024-07-30,"15","21","2024-07-30 15:21","21","42","2024-07-30 21:42",2024-07-30 21:42:00,2024-07-30 15:21:00,381,1.4,4.65,1440,160,2024-10-23,85,13.1233595800525,1600,0.875,"NK",0.4,"PLC",0.93,930,2024-07-30 21:42:00,2024-07-30 21:48:00,6
"115","NA","NoFilter_NK","NEK","NA","NEK04",NA,"NA","NA","NA","NA","NA","NA","Negative extraction control in lab",39,24,0.2,"2024-oct-23","0","","180","20","200","200","200",NA,NA,NA,NA,NA,NA,"NA NA:NA",NA,NA,"NA NA:NA",NA,NA,NA,0.2,0,180,20,2024-10-23,NA,NA,200,1,"NK",0,"NoFilter",NA,NA,NA,NA,NA
"116","Rnd02","PLC_1.20","DIS","3","67",4000,"2024-jul-17","1215","1447","1454","2","3","",40,1,1.5,"2024-oct-29","11.6","","1440","160","800","800","200",4000,1447,1215,2024-07-17,"12","15","2024-07-17 12:15","14","47","2024-07-17 14:47",2024-07-17 14:47:00,2024-07-17 12:15:00,152,1.5,11.6,1440,160,2024-10-29,104,26.3157894736842,1600,0.9375,"smpl",1.2,"PLC",2.9,2900,2024-07-17 14:47:00,2024-07-17 14:54:00,7
"117","Rnd02","PLC_1.20","DIS","4","68",2200,"2024-jul-17","1215","1447","1454","2","3","",40,2,1.5,"2024-oct-29","5.9","","1440","160","800","800","200",2200,1447,1215,2024-07-17,"12","15","2024-07-17 12:15","14","47","2024-07-17 14:47",2024-07-17 14:47:00,2024-07-17 12:15:00,152,1.5,5.9,1440,160,2024-10-29,104,14.4736842105263,1600,0.9375,"smpl",1.2,"PLC",2.68181818181818,2681.81818181818,2024-07-17 14:47:00,2024-07-17 14:54:00,7
"118","Rnd02","PLC_1.20","DIS","5","69",5000,"2024-jul-17","1215","1504","1512","3","3","",40,3,1.5,"2024-oct-29","12.8","","1440","160","800","800","200",5000,1504,1215,2024-07-17,"12","15","2024-07-17 12:15","15","04","2024-07-17 15:04",2024-07-17 15:04:00,2024-07-17 12:15:00,169,1.5,12.8,1440,160,2024-10-29,104,29.585798816568,1600,0.9375,"smpl",1.2,"PLC",2.56,2560,2024-07-17 15:04:00,2024-07-17 15:12:00,8
"119","Rnd02","PLC_1.20","DIS","6","70",3400,"2024-jul-17","1215","1504","1512","3","3","",40,4,1.5,"2024-oct-29","8.65","","1440","160","800","800","200",3400,1504,1215,2024-07-17,"12","15","2024-07-17 12:15","15","04","2024-07-17 15:04",2024-07-17 15:04:00,2024-07-17 12:15:00,169,1.5,8.65,1440,160,2024-10-29,104,20.1183431952663,1600,0.9375,"smpl",1.2,"PLC",2.54411764705882,2544.11764705882,2024-07-17 15:04:00,2024-07-17 15:12:00,8
"120","Rnd02","PLC_1.20","DIS","7","71",5100,"2024-jul-17","1215","1510","1521","4","3","",40,5,1.4,"2024-oct-29","3.2","","1440","160","800","800","200",5100,1510,1215,2024-07-17,"12","15","2024-07-17 12:15","15","10","2024-07-17 15:10",2024-07-17 15:10:00,2024-07-17 12:15:00,175,1.4,3.2,1440,160,2024-10-29,104,29.1428571428571,1600,0.875,"smpl",1.2,"PLC",0.627450980392157,627.450980392157,2024-07-17 15:10:00,2024-07-17 15:21:00,11
"121","Rnd02","PLC_1.20","DIS","8","72",1550,"2024-jul-17","1215","1510","1521","4","3","",40,6,1.5,"2024-oct-29","13.6","","1440","160","800","800","200",1550,1510,1215,2024-07-17,"12","15","2024-07-17 12:15","15","10","2024-07-17 15:10",2024-07-17 15:10:00,2024-07-17 12:15:00,175,1.5,13.6,1440,160,2024-10-29,104,8.85714285714286,1600,0.9375,"smpl",1.2,"PLC",8.7741935483871,8774.1935483871,2024-07-17 15:10:00,2024-07-17 15:21:00,11
"122","Rnd02","PLC_1.20","DIS","9","73",3600,"2024-jul-17","1215","1552","1600","5","3","",40,7,1.4,"2024-oct-29","10.2","","1440","160","800","800","200",3600,1552,1215,2024-07-17,"12","15","2024-07-17 12:15","15","52","2024-07-17 15:52",2024-07-17 15:52:00,2024-07-17 12:15:00,217,1.4,10.2,1440,160,2024-10-29,104,16.5898617511521,1600,0.875,"smpl",1.2,"PLC",2.83333333333333,2833.33333333333,2024-07-17 15:52:00,2024-07-17 16:00:00,8
"123","Rnd02","PLC_1.20","DIS","10","74",4600,"2024-jul-17","1215","1552","1600","5","3","",40,8,1.5,"2024-oct-29","13.2","","1440","160","800","800","200",4600,1552,1215,2024-07-17,"12","15","2024-07-17 12:15","15","52","2024-07-17 15:52",2024-07-17 15:52:00,2024-07-17 12:15:00,217,1.5,13.2,1440,160,2024-10-29,104,21.1981566820277,1600,0.9375,"smpl",1.2,"PLC",2.8695652173913,2869.5652173913,2024-07-17 15:52:00,2024-07-17 16:00:00,8
"124","Rnd02","PLC_1.20","DIS","11","75",1400,"2024-jul-17","1215","1616","1626","6","3","",40,9,1.4,"2024-oct-29","15.1","","1440","160","800","800","200",1400,1616,1215,2024-07-17,"12","15","2024-07-17 12:15","16","16","2024-07-17 16:16",2024-07-17 16:16:00,2024-07-17 12:15:00,241,1.4,15.1,1440,160,2024-10-29,104,5.80912863070539,1600,0.875,"smpl",1.2,"PLC",10.7857142857143,10785.7142857143,2024-07-17 16:16:00,2024-07-17 16:26:00,10
"125","Rnd02","PLC_1.20","DIS","12","76",6800,"2024-jul-17","1215","1616","1626","6","3","",40,10,1.4,"2024-oct-29","2.9","","1440","160","800","800","200",6800,1616,1215,2024-07-17,"12","15","2024-07-17 12:15","16","16","2024-07-17 16:16",2024-07-17 16:16:00,2024-07-17 12:15:00,241,1.4,2.9,1440,160,2024-10-29,104,28.2157676348548,1600,0.875,"smpl",1.2,"PLC",0.426470588235294,426.470588235294,2024-07-17 16:16:00,2024-07-17 16:26:00,10
"126","Rnd02","PLC_1.20","DIS","13","77",5650,"2024-jul-17","1215","1702","1750","7","3","",40,11,1.5,"2024-oct-29","9.65","","1440","160","800","800","200",5650,1702,1215,2024-07-17,"12","15","2024-07-17 12:15","17","02","2024-07-17 17:02",2024-07-17 17:02:00,2024-07-17 12:15:00,287,1.5,9.65,1440,160,2024-10-29,104,19.6864111498258,1600,0.9375,"smpl",1.2,"PLC",1.70796460176991,1707.96460176991,2024-07-17 17:02:00,2024-07-17 17:50:00,48
"127","Rnd02","PLC_1.20","DIS","14","78",3950,"2024-jul-17","1215","1702","1750","7","3","",40,12,1.4,"2024-oct-29","8.85","","1440","160","800","800","200",3950,1702,1215,2024-07-17,"12","15","2024-07-17 12:15","17","02","2024-07-17 17:02",2024-07-17 17:02:00,2024-07-17 12:15:00,287,1.4,8.85,1440,160,2024-10-29,104,13.7630662020906,1600,0.875,"smpl",1.2,"PLC",2.24050632911392,2240.50632911392,2024-07-17 17:02:00,2024-07-17 17:50:00,48
"128","Rnd02","PLC_1.20","DIS","15","79",4350,"2024-jul-17","1215","1713","1750","8","3","",40,13,1.5,"2024-oct-29","9.35","","1440","160","800","800","200",4350,1713,1215,2024-07-17,"12","15","2024-07-17 12:15","17","13","2024-07-17 17:13",2024-07-17 17:13:00,2024-07-17 12:15:00,298,1.5,9.35,1440,160,2024-10-29,104,14.5973154362416,1600,0.9375,"smpl",1.2,"PLC",2.14942528735632,2149.42528735632,2024-07-17 17:13:00,2024-07-17 17:50:00,37
"129","Rnd02","PLC_1.20","DIS","16","80",5450,"2024-jul-17","1215","1713","1750","8","3","",40,14,1.5,"2024-oct-29","11.4","","1440","160","800","800","200",5450,1713,1215,2024-07-17,"12","15","2024-07-17 12:15","17","13","2024-07-17 17:13",2024-07-17 17:13:00,2024-07-17 12:15:00,298,1.5,11.4,1440,160,2024-10-29,104,18.2885906040268,1600,0.9375,"smpl",1.2,"PLC",2.09174311926605,2091.74311926606,2024-07-17 17:13:00,2024-07-17 17:50:00,37
"130","Rnd03","NYL_0.45","DIS","1","89",5000,"2024-jul-18","1031","1238","1250","1","2","",40,15,1.1,"2024-oct-29","23","","1440","160","400","400","200",5000,1238,1031,2024-07-18,"10","31","2024-07-18 10:31","12","38","2024-07-18 12:38",2024-07-18 12:38:00,2024-07-18 10:31:00,127,1.1,23,1440,160,2024-10-29,103,39.3700787401575,1600,0.6875,"smpl",0.45,"NYL",4.6,4600,2024-07-18 12:38:00,2024-07-18 12:50:00,12
