"","Filt.Rnd","Filt.mbr.pore","Filt.Type","Biol.Rpl.nr","unkFilt.nr","Filtreret.volume..mL.","dato.for.filtrering","Tidspnkt.start.filt","Tidspnkt.slut.filt","Tidspnkt.Filt.indfrosset","Cartridge.nummer.I.manifold","Manifold.og.pumpe.nummer","Notat","ESXNR","subESXNr","ekstraktionsudbytte_vol_fra_filter_mL","ekstraktionsdato","konc_ng_per_uL","Note_til_ekstraktion","vol_ATL_buffer_uL","vol_proteinaseK_uL","vol_AL_buffer_uL","vol_96EtOH_uL","vol_AE_buffer_for_elutering_uL","fltvol.mL","flttim.end","flttim.sta","dt.f.filt","flttim.sta_hh","flttim.sta_mm","flttim.sta_hh_mm","flttim.end_hh","flttim.end_mm","flttim.end_hh_mm","fltm_end","fltm_sta","diff.time","extrvl_mL","extrconc_ngpuL","volATL_uL","volPK_uL","dt.f.extr","diff.dt.fil.extr","mlpermin","vlf.extrc","vly.rt","filt.smpltp","filt.psz","filt.mbr","extrconc_ngpuL_Pfltvol.L","covl","tmflt_end","tmflt_frz","tm.btw_fil_freez"
"131","Rnd03","NYL_0.45","DIS","8","96",4300,"2024-jul-18","1031","1428","1442","4","2","",40,16,1.3,"2024-oct-29","20.2","","1440","160","800","800","200",4300,1428,1031,2024-07-18,"10","31","2024-07-18 10:31","14","28","2024-07-18 14:28",2024-07-18 14:28:00,2024-07-18 10:31:00,237,1.3,20.2,1440,160,2024-10-29,103,18.1434599156118,1600,0.8125,"smpl",0.45,"NYL",4.69767441860465,4697.67441860465,2024-07-18 14:28:00,2024-07-18 14:42:00,14
"132","Rnd03","NYL_0.45","DIS","9","97",4100,"2024-jul-18","1031","1541","1551","5","2","",40,17,1.2,"2024-oct-29","27.5","","1440","160","800","800","200",4100,1541,1031,2024-07-18,"10","31","2024-07-18 10:31","15","41","2024-07-18 15:41",2024-07-18 15:41:00,2024-07-18 10:31:00,310,1.2,27.5,1440,160,2024-10-29,103,13.2258064516129,1600,0.75,"smpl",0.45,"NYL",6.70731707317073,6707.31707317073,2024-07-18 15:41:00,2024-07-18 15:51:00,10
"133","Rnd05","PLC_0.40NK","DIS","3","191",5450,"2024-jul-30","1552","2038","2148","4","3","",40,18,1.4,"2024-oct-29","5.95","","1440","160","800","800","200",5450,2038,1552,2024-07-30,"15","52","2024-07-30 15:52","20","38","2024-07-30 20:38",2024-07-30 20:38:00,2024-07-30 15:52:00,286,1.4,5.95,1440,160,2024-10-29,91,19.0559440559441,1600,0.875,"NK",0.4,"PLC",1.09174311926605,1091.74311926605,2024-07-30 20:38:00,2024-07-30 21:48:00,70
"134","Rnd05","PLC_0.40NK","DIS","4","192",5000,"2024-jul-30","1552","2135","2148","4","3","",40,19,1.4,"2024-oct-29","6.25","","1440","160","800","800","200",5000,2135,1552,2024-07-30,"15","52","2024-07-30 15:52","21","35","2024-07-30 21:35",2024-07-30 21:35:00,2024-07-30 15:52:00,343,1.4,6.25,1440,160,2024-10-29,91,14.5772594752187,1600,0.875,"NK",0.4,"PLC",1.25,1250,2024-07-30 21:35:00,2024-07-30 21:48:00,13
"135","Rnd05","PSE_0.45NK","DIS","1","193",4700,"2024-jul-30","1615","1730","1758","5","3","",40,20,1.2,"2024-oct-29","6.85","","1440","160","800","800","200",4700,1730,1615,2024-07-30,"16","15","2024-07-30 16:15","17","30","2024-07-30 17:30",2024-07-30 17:30:00,2024-07-30 16:15:00,75,1.2,6.85,1440,160,2024-10-29,91,62.6666666666667,1600,0.75,"NK",0.45,"PSE",1.45744680851064,1457.44680851064,2024-07-30 17:30:00,2024-07-30 17:58:00,28
"136","Rnd05","PSE_0.45NK","DIS","2","194",4750,"2024-jul-30","1615","1730","1758","5","3","",40,21,1.3,"2024-oct-29","7.4","","1440","160","800","800","200",4750,1730,1615,2024-07-30,"16","15","2024-07-30 16:15","17","30","2024-07-30 17:30",2024-07-30 17:30:00,2024-07-30 16:15:00,75,1.3,7.4,1440,160,2024-10-29,91,63.3333333333333,1600,0.8125,"NK",0.45,"PSE",1.55789473684211,1557.89473684211,2024-07-30 17:30:00,2024-07-30 17:58:00,28
"137","Rnd05","PSE_0.45NK","DIS","3","195",5550,"2024-jul-30","1657","2022","2112","6","3","",40,22,1.3,"2024-oct-29","7.55","","1440","160","800","800","200",5550,2022,1657,2024-07-30,"16","57","2024-07-30 16:57","20","22","2024-07-30 20:22",2024-07-30 20:22:00,2024-07-30 16:57:00,205,1.3,7.55,1440,160,2024-10-29,91,27.0731707317073,1600,0.8125,"NK",0.45,"PSE",1.36036036036036,1360.36036036036,2024-07-30 20:22:00,2024-07-30 21:12:00,50
"138","Rnd05","PSE_0.45NK","DIS","4","196",4700,"2024-jul-30","1657","2103","2112","6","3","",40,23,1.2,"2024-oct-29","6.65","","1440","160","800","800","200",4700,2103,1657,2024-07-30,"16","57","2024-07-30 16:57","21","03","2024-07-30 21:03",2024-07-30 21:03:00,2024-07-30 16:57:00,246,1.2,6.65,1440,160,2024-10-29,91,19.1056910569106,1600,0.75,"NK",0.45,"PSE",1.41489361702128,1414.89361702128,2024-07-30 21:03:00,2024-07-30 21:12:00,9
"139","NA","NoFilter_NK","NEK","NA","NEK05",NA,"NA","NA","NA","NA","NA","NA","Negative extraction control in lab",40,24,0.2,"2024-oct-29","0.0935","","180","20","200","200","200",NA,NA,NA,NA,NA,NA,"NA NA:NA",NA,NA,"NA NA:NA",NA,NA,NA,0.2,0.0935,180,20,2024-10-29,NA,NA,200,1,"NK",0,"NoFilter",NA,NA,NA,NA,NA
"140","Rnd01","PLC_0.22","DIS","9","17",3000,"2024-jul-16","1140","1601","1705","5","2","",41,1,1.5,"2024-nov-11","7.3","","1440","160","800","800","200",3000,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,7.3,1440,160,2024-11-11,118,11.4942528735632,1600,0.9375,"smpl",0.22,"PLC",2.43333333333333,2433.33333333333,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"141","Rnd01","PLC_0.22","DIS","12","20",3750,"2024-jul-16","1140","1601","1705","6","2","",41,2,1.2,"2024-nov-11","12","","1440","160","800","800","200",3750,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.2,12,1440,160,2024-11-11,118,14.367816091954,1600,0.75,"smpl",0.22,"PLC",3.2,3200,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"142","Rnd01","PLC_0.22","DIS","13","21",3500,"2024-jul-16","1140","1601","1705","7","2","",41,3,1.3,"2024-nov-11","10.6","","1440","160","800","800","200",3500,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.3,10.6,1440,160,2024-11-11,118,13.4099616858238,1600,0.8125,"smpl",0.22,"PLC",3.02857142857143,3028.57142857143,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"143","Rnd01","PLC_0.22","DIS","14","22",3150,"2024-jul-16","1140","1601","1705","7","2","",41,4,1.4,"2024-nov-11","10.8","","1440","160","800","800","200",3150,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.4,10.8,1440,160,2024-11-11,118,12.0689655172414,1600,0.875,"smpl",0.22,"PLC",3.42857142857143,3428.57142857143,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"144","Rnd01","PLC_0.22","DIS","15","23",3150,"2024-jul-16","1140","1601","1705","8","2","",41,5,1.2,"2024-nov-11","11.4","","1440","160","800","800","200",3150,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.2,11.4,1440,160,2024-11-11,118,12.0689655172414,1600,0.75,"smpl",0.22,"PLC",3.61904761904762,3619.04761904762,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"145","Rnd02","PLC_1.20","DIS","2","66",4000,"2024-jul-17","1215","1408","1415","1","3","",41,6,1.2,"2024-nov-11","3.86","","1440","160","800","800","200",4000,1408,1215,2024-07-17,"12","15","2024-07-17 12:15","14","08","2024-07-17 14:08",2024-07-17 14:08:00,2024-07-17 12:15:00,113,1.2,3.86,1440,160,2024-11-11,117,35.3982300884956,1600,0.75,"smpl",1.2,"PLC",0.965,965,2024-07-17 14:08:00,2024-07-17 14:15:00,7
"146","Rnd03","NYL_0.45","DIS","2","90",4250,"2024-jul-18","1031","1238","1250","1","2","",41,7,1,"2024-nov-11","13","","1440","160","800","800","200",4250,1238,1031,2024-07-18,"10","31","2024-07-18 10:31","12","38","2024-07-18 12:38",2024-07-18 12:38:00,2024-07-18 10:31:00,127,1,13,1440,160,2024-11-11,116,33.4645669291339,1600,0.625,"smpl",0.45,"NYL",3.05882352941176,3058.82352941176,2024-07-18 12:38:00,2024-07-18 12:50:00,12
"147","Rnd03","NYL_0.45","DIS","3","91",5000,"2024-jul-18","1031","1332","1339","2","2","",41,8,1,"2024-nov-11","15.8","","1440","160","800","800","200",5000,1332,1031,2024-07-18,"10","31","2024-07-18 10:31","13","32","2024-07-18 13:32",2024-07-18 13:32:00,2024-07-18 10:31:00,181,1,15.8,1440,160,2024-11-11,116,27.6243093922652,1600,0.625,"smpl",0.45,"NYL",3.16,3160,2024-07-18 13:32:00,2024-07-18 13:39:00,7
"148","Rnd03","NYL_0.45","DIS","4","92",4600,"2024-jul-18","1031","1332","1339","2","2","",41,9,1.3,"2024-nov-11","9.7","","1440","160","800","800","200",4600,1332,1031,2024-07-18,"10","31","2024-07-18 10:31","13","32","2024-07-18 13:32",2024-07-18 13:32:00,2024-07-18 10:31:00,181,1.3,9.7,1440,160,2024-11-11,116,25.414364640884,1600,0.8125,"smpl",0.45,"NYL",2.10869565217391,2108.69565217391,2024-07-18 13:32:00,2024-07-18 13:39:00,7
"149","Rnd03","NYL_0.45","DIS","5","93",5000,"2024-jul-18","1031","1409","1417","3","2","",41,10,1.3,"2024-nov-11","12.6","","1440","160","800","800","200",5000,1409,1031,2024-07-18,"10","31","2024-07-18 10:31","14","09","2024-07-18 14:09",2024-07-18 14:09:00,2024-07-18 10:31:00,218,1.3,12.6,1440,160,2024-11-11,116,22.9357798165138,1600,0.8125,"smpl",0.45,"NYL",2.52,2520,2024-07-18 14:09:00,2024-07-18 14:17:00,8
"150","Rnd03","NYL_0.45","DIS","6","94",3450,"2024-jul-18","1031","1409","1417","3","2","",41,11,1.1,"2024-nov-11","12.3","","1440","160","800","800","200",3450,1409,1031,2024-07-18,"10","31","2024-07-18 10:31","14","09","2024-07-18 14:09",2024-07-18 14:09:00,2024-07-18 10:31:00,218,1.1,12.3,1440,160,2024-11-11,116,15.8256880733945,1600,0.6875,"smpl",0.45,"NYL",3.56521739130435,3565.21739130435,2024-07-18 14:09:00,2024-07-18 14:17:00,8
"151","Rnd03","NYL_0.45","DIS","7","95",5000,"2024-jul-18","1031","1428","1442","4","2","",41,12,1.1,"2024-nov-11","16.5","","1440","160","800","800","200",5000,1428,1031,2024-07-18,"10","31","2024-07-18 10:31","14","28","2024-07-18 14:28",2024-07-18 14:28:00,2024-07-18 10:31:00,237,1.1,16.5,1440,160,2024-11-11,116,21.0970464135021,1600,0.6875,"smpl",0.45,"NYL",3.3,3300,2024-07-18 14:28:00,2024-07-18 14:42:00,14
"152","Rnd03","NYL_0.45","DIS","10","98",5050,"2024-jul-18","1031","1541","1551","5","2","",41,13,1.2,"2024-nov-11","16.3","","1440","160","800","800","200",5050,1541,1031,2024-07-18,"10","31","2024-07-18 10:31","15","41","2024-07-18 15:41",2024-07-18 15:41:00,2024-07-18 10:31:00,310,1.2,16.3,1440,160,2024-11-11,116,16.2903225806452,1600,0.75,"smpl",0.45,"NYL",3.22772277227723,3227.72277227723,2024-07-18 15:41:00,2024-07-18 15:51:00,10
"153","Rnd03","NYL_0.45","DIS","11","99",4550,"2024-jul-18","1031","1632","1650","6","2","",41,14,1,"2024-nov-11","14.8","","1440","160","800","800","200",4550,1632,1031,2024-07-18,"10","31","2024-07-18 10:31","16","32","2024-07-18 16:32",2024-07-18 16:32:00,2024-07-18 10:31:00,361,1,14.8,1440,160,2024-11-11,116,12.6038781163435,1600,0.625,"smpl",0.45,"NYL",3.25274725274725,3252.74725274725,2024-07-18 16:32:00,2024-07-18 16:50:00,18
"154","Rnd03","NYL_0.45","DIS","12","100",5000,"2024-jul-18","1031","1632","1650","6","2","",41,15,1.1,"2024-nov-11","16","","1440","160","800","800","200",5000,1632,1031,2024-07-18,"10","31","2024-07-18 10:31","16","32","2024-07-18 16:32",2024-07-18 16:32:00,2024-07-18 10:31:00,361,1.1,16,1440,160,2024-11-11,116,13.8504155124654,1600,0.6875,"smpl",0.45,"NYL",3.2,3200,2024-07-18 16:32:00,2024-07-18 16:50:00,18
"155","Rnd03","NYL_0.45","DIS","13","101",5100,"2024-jul-18","1031","1638","1650","7","2","",41,16,1.1,"2024-nov-11","18.9","","1440","160","800","800","200",5100,1638,1031,2024-07-18,"10","31","2024-07-18 10:31","16","38","2024-07-18 16:38",2024-07-18 16:38:00,2024-07-18 10:31:00,367,1.1,18.9,1440,160,2024-11-11,116,13.8964577656676,1600,0.6875,"smpl",0.45,"NYL",3.70588235294118,3705.88235294118,2024-07-18 16:38:00,2024-07-18 16:50:00,12
"156","Rnd03","NYL_0.45","DIS","14","102",4700,"2024-jul-18","1031","1638","1650","7","2","",41,17,1.1,"2024-nov-11","19.5","","1440","160","800","800","200",4700,1638,1031,2024-07-18,"10","31","2024-07-18 10:31","16","38","2024-07-18 16:38",2024-07-18 16:38:00,2024-07-18 10:31:00,367,1.1,19.5,1440,160,2024-11-11,116,12.8065395095368,1600,0.6875,"smpl",0.45,"NYL",4.14893617021277,4148.93617021277,2024-07-18 16:38:00,2024-07-18 16:50:00,12
"157","Rnd03","NYL_0.45","DIS","15","103",5000,"2024-jul-18","1031","1644","1650","8","2","",41,18,1.2,"2024-nov-11","17.5","","1440","160","800","800","200",5000,1644,1031,2024-07-18,"10","31","2024-07-18 10:31","16","44","2024-07-18 16:44",2024-07-18 16:44:00,2024-07-18 10:31:00,373,1.2,17.5,1440,160,2024-11-11,116,13.4048257372654,1600,0.75,"smpl",0.45,"NYL",3.5,3500,2024-07-18 16:44:00,2024-07-18 16:50:00,6
"158","Rnd03","NYL_0.45","DIS","16","104",4900,"2024-jul-18","1031","1644","1650","8","2","",41,19,1.4,"2024-nov-11","13.9","","1440","160","800","800","200",4900,1644,1031,2024-07-18,"10","31","2024-07-18 10:31","16","44","2024-07-18 16:44",2024-07-18 16:44:00,2024-07-18 10:31:00,373,1.4,13.9,1440,160,2024-11-11,116,13.1367292225201,1600,0.875,"smpl",0.45,"NYL",2.83673469387755,2836.73469387755,2024-07-18 16:44:00,2024-07-18 16:50:00,6
"159","Rnd05","PLC_1.20NK","DIS","1","177",5200,"2024-jul-30","1305","1617","1703","7","2","",41,20,1.5,"2024-nov-11","1.78","","1440","160","800","800","200",5200,1617,1305,2024-07-30,"13","05","2024-07-30 13:05","16","17","2024-07-30 16:17",2024-07-30 16:17:00,2024-07-30 13:05:00,192,1.5,1.78,1440,160,2024-11-11,104,27.0833333333333,1600,0.9375,"NK",1.2,"PLC",0.342307692307692,342.307692307692,2024-07-30 16:17:00,2024-07-30 17:03:00,46
"160","Rnd05","PLC_1.20NK","DIS","2","178",4500,"2024-jul-30","1305","1643","1703","7","2","",41,21,1.5,"2024-nov-11","2.12","","1440","160","800","800","200",4500,1643,1305,2024-07-30,"13","05","2024-07-30 13:05","16","43","2024-07-30 16:43",2024-07-30 16:43:00,2024-07-30 13:05:00,218,1.5,2.12,1440,160,2024-11-11,104,20.6422018348624,1600,0.9375,"NK",1.2,"PLC",0.471111111111111,471.111111111111,2024-07-30 16:43:00,2024-07-30 17:03:00,20
"161","Rnd05","PLC_1.20NK","DIS","3","179",5000,"2024-jul-30","1305","1656","2010","8","2","",41,22,1.4,"2024-nov-11","4.05","","1440","160","800","800","200",5000,1656,1305,2024-07-30,"13","05","2024-07-30 13:05","16","56","2024-07-30 16:56",2024-07-30 16:56:00,2024-07-30 13:05:00,231,1.4,4.05,1440,160,2024-11-11,104,21.6450216450216,1600,0.875,"NK",1.2,"PLC",0.81,810,2024-07-30 16:56:00,2024-07-30 20:10:00,194
"162","Rnd05","PLC_1.20NK","DIS","4","180",5000,"2024-jul-30","1305","1656","2010","8","2","",41,23,1.4,"2024-nov-11","3.06","","1440","160","800","800","200",5000,1656,1305,2024-07-30,"13","05","2024-07-30 13:05","16","56","2024-07-30 16:56",2024-07-30 16:56:00,2024-07-30 13:05:00,231,1.4,3.06,1440,160,2024-11-11,104,21.6450216450216,1600,0.875,"NK",1.2,"PLC",0.612,612,2024-07-30 16:56:00,2024-07-30 20:10:00,194
"163","NA","NoFilter_NK","NEK","NA","NEK06",NA,"NA","NA","NA","NA","NA","NA","Negative extraction control in lab",41,24,0.2,"2024-nov-11","0","","180","20","200","200","200",NA,NA,NA,NA,NA,NA,"NA NA:NA",NA,NA,"NA NA:NA",NA,NA,NA,0.2,0,180,20,2024-11-11,NA,NA,200,1,"NK",0,"NoFilter",NA,NA,NA,NA,NA
"164","Rnd01","PLC_0.22","DIS","4","12",3600,"2024-jul-16","1140","1601","1705","2","2","",42,1,1.5,"2024-nov-12","9.05","","1440","160","800","800","200",3600,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,9.05,1440,160,2024-11-12,119,13.7931034482759,1600,0.9375,"smpl",0.22,"PLC",2.51388888888889,2513.88888888889,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"165","Rnd01","PLC_0.22","DIS","5","13",2900,"2024-jul-16","1140","1601","1705","3","2","",42,2,1.5,"2024-nov-12","9.95","","1440","160","800","800","200",2900,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,9.95,1440,160,2024-11-12,119,11.1111111111111,1600,0.9375,"smpl",0.22,"PLC",3.43103448275862,3431.03448275862,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"166","Rnd01","PLC_0.22","DIS","7","15",3200,"2024-jul-16","1140","1601","1705","4","2","",42,3,1.4,"2024-nov-12","13.6","","1440","160","800","800","200",3200,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.4,13.6,1440,160,2024-11-12,119,12.2605363984674,1600,0.875,"smpl",0.22,"PLC",4.25,4250,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"167","Rnd01","PLC_0.22","DIS","8","16",3350,"2024-jul-16","1140","1601","1705","4","2","",42,4,1.5,"2024-nov-12","10.3","","1440","160","800","800","200",3350,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,10.3,1440,160,2024-11-12,119,12.8352490421456,1600,0.9375,"smpl",0.22,"PLC",3.07462686567164,3074.62686567164,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"168","Rnd01","PLC_0.22","DIS","10","18",4000,"2024-jul-16","1140","1601","1705","5","2","",42,5,1.5,"2024-nov-12","11.8","","1440","160","800","800","200",4000,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,11.8,1440,160,2024-11-12,119,15.3256704980843,1600,0.9375,"smpl",0.22,"PLC",2.95,2950,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"169","Rnd01","PLC_0.22","DIS","11","19",4000,"2024-jul-16","1140","1601","1705","6","2","",42,6,1.5,"2024-nov-12","12.1","","1440","160","800","800","200",4000,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,12.1,1440,160,2024-11-12,119,15.3256704980843,1600,0.9375,"smpl",0.22,"PLC",3.025,3025,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"170","Rnd01","PLC_0.22","DIS","16","24",3000,"2024-jul-16","1140","1601","1705","8","2","",42,7,1.5,"2024-nov-12","12","","1440","160","800","800","200",3000,1601,1140,2024-07-16,"11","40","2024-07-16 11:40","16","01","2024-07-16 16:01",2024-07-16 16:01:00,2024-07-16 11:40:00,261,1.5,12,1440,160,2024-11-12,119,11.4942528735632,1600,0.9375,"smpl",0.22,"PLC",4,4000,2024-07-16 16:01:00,2024-07-16 17:05:00,64
"171","Rnd04","PLC_3.00","DIS","1","145",4350,"2024-jul-19","1101","1422","1430","1","3","",42,8,1.5,"2024-nov-12","3.28","","1440","160","800","800","200",4350,1422,1101,2024-07-19,"11","01","2024-07-19 11:01","14","22","2024-07-19 14:22",2024-07-19 14:22:00,2024-07-19 11:01:00,201,1.5,3.28,1440,160,2024-11-12,116,21.6417910447761,1600,0.9375,"smpl",3,"PLC",0.754022988505747,754.022988505747,2024-07-19 14:22:00,2024-07-19 14:30:00,8
"172","Rnd04","PLC_3.00","DIS","2","146",5050,"2024-jul-19","1101","1422","1430","1","3","",42,9,1.5,"2024-nov-12","14.8","","1440","160","800","800","200",5050,1422,1101,2024-07-19,"11","01","2024-07-19 11:01","14","22","2024-07-19 14:22",2024-07-19 14:22:00,2024-07-19 11:01:00,201,1.5,14.8,1440,160,2024-11-12,116,25.1243781094527,1600,0.9375,"smpl",3,"PLC",2.93069306930693,2930.69306930693,2024-07-19 14:22:00,2024-07-19 14:30:00,8
"173","Rnd04","PLC_3.00","DIS","3","147",4500,"2024-jul-19","1101","1432","1447","2","3","",42,10,1.5,"2024-nov-12","5.15","","1440","160","800","800","200",4500,1432,1101,2024-07-19,"11","01","2024-07-19 11:01","14","32","2024-07-19 14:32",2024-07-19 14:32:00,2024-07-19 11:01:00,211,1.5,5.15,1440,160,2024-11-12,116,21.3270142180095,1600,0.9375,"smpl",3,"PLC",1.14444444444444,1144.44444444444,2024-07-19 14:32:00,2024-07-19 14:47:00,15
"174","Rnd04","PLC_3.00","DIS","4","148",5000,"2024-jul-19","1101","1432","1447","2","3","",42,11,1.5,"2024-nov-12","8.45","","1440","160","800","800","200",5000,1432,1101,2024-07-19,"11","01","2024-07-19 11:01","14","32","2024-07-19 14:32",2024-07-19 14:32:00,2024-07-19 11:01:00,211,1.5,8.45,1440,160,2024-11-12,116,23.696682464455,1600,0.9375,"smpl",3,"PLC",1.69,1690,2024-07-19 14:32:00,2024-07-19 14:47:00,15
"175","Rnd04","PLC_3.00","DIS","5","149",5000,"2024-jul-19","1101","1440","1447","3","3","",42,12,1.5,"2024-nov-12","7.9","","1440","160","800","800","200",5000,1440,1101,2024-07-19,"11","01","2024-07-19 11:01","14","40","2024-07-19 14:40",2024-07-19 14:40:00,2024-07-19 11:01:00,219,1.5,7.9,1440,160,2024-11-12,116,22.8310502283105,1600,0.9375,"smpl",3,"PLC",1.58,1580,2024-07-19 14:40:00,2024-07-19 14:47:00,7
"176","Rnd04","PLC_3.00","DIS","6","150",4600,"2024-jul-19","1101","1440","1447","3","3","",42,13,1.5,"2024-nov-12","13.4","","1440","160","800","800","200",4600,1440,1101,2024-07-19,"11","01","2024-07-19 11:01","14","40","2024-07-19 14:40",2024-07-19 14:40:00,2024-07-19 11:01:00,219,1.5,13.4,1440,160,2024-11-12,116,21.0045662100457,1600,0.9375,"smpl",3,"PLC",2.91304347826087,2913.04347826087,2024-07-19 14:40:00,2024-07-19 14:47:00,7
"177","Rnd04","PLC_3.00","DIS","7","151",4800,"2024-jul-19","1101","1537","1548","4","3","",42,14,1.5,"2024-nov-12","24.2","","1440","160","800","800","200",4800,1537,1101,2024-07-19,"11","01","2024-07-19 11:01","15","37","2024-07-19 15:37",2024-07-19 15:37:00,2024-07-19 11:01:00,276,1.5,24.2,1440,160,2024-11-12,116,17.3913043478261,1600,0.9375,"smpl",3,"PLC",5.04166666666667,5041.66666666667,2024-07-19 15:37:00,2024-07-19 15:48:00,11
"178","Rnd04","PLC_3.00","DIS","8","152",5050,"2024-jul-19","1101","1537","1548","4","3","",42,15,1.5,"2024-nov-12","23.2","","1440","160","800","800","200",5050,1537,1101,2024-07-19,"11","01","2024-07-19 11:01","15","37","2024-07-19 15:37",2024-07-19 15:37:00,2024-07-19 11:01:00,276,1.5,23.2,1440,160,2024-11-12,116,18.2971014492754,1600,0.9375,"smpl",3,"PLC",4.59405940594059,4594.05940594059,2024-07-19 15:37:00,2024-07-19 15:48:00,11
"179","Rnd04","PLC_3.00","DIS","9","153",4850,"2024-jul-19","1101","1554","1601","5","3","",42,16,1.5,"2024-nov-12","17.8","","1440","160","800","800","200",4850,1554,1101,2024-07-19,"11","01","2024-07-19 11:01","15","54","2024-07-19 15:54",2024-07-19 15:54:00,2024-07-19 11:01:00,293,1.5,17.8,1440,160,2024-11-12,116,16.5529010238908,1600,0.9375,"smpl",3,"PLC",3.67010309278351,3670.10309278351,2024-07-19 15:54:00,2024-07-19 16:01:00,7
"180","Rnd04","PLC_3.00","DIS","10","154",5000,"2024-jul-19","1101","1554","1601","5","3","",42,17,1.5,"2024-nov-12","14.6","","1440","160","800","800","200",5000,1554,1101,2024-07-19,"11","01","2024-07-19 11:01","15","54","2024-07-19 15:54",2024-07-19 15:54:00,2024-07-19 11:01:00,293,1.5,14.6,1440,160,2024-11-12,116,17.0648464163823,1600,0.9375,"smpl",3,"PLC",2.92,2920,2024-07-19 15:54:00,2024-07-19 16:01:00,7
"181","Rnd04","PLC_3.00","DIS","11","155",4050,"2024-jul-19","1101","1614","1639","6","3","",42,18,1.5,"2024-nov-12","16.7","","1440","160","800","800","200",4050,1614,1101,2024-07-19,"11","01","2024-07-19 11:01","16","14","2024-07-19 16:14",2024-07-19 16:14:00,2024-07-19 11:01:00,313,1.5,16.7,1440,160,2024-11-12,116,12.9392971246006,1600,0.9375,"smpl",3,"PLC",4.12345679012346,4123.45679012346,2024-07-19 16:14:00,2024-07-19 16:39:00,25
"182","Rnd04","PLC_3.00","DIS","12","156",5000,"2024-jul-19","1101","1614","1639","6","3","",42,19,1.5,"2024-nov-12","12.2","","1440","160","800","800","200",5000,1614,1101,2024-07-19,"11","01","2024-07-19 11:01","16","14","2024-07-19 16:14",2024-07-19 16:14:00,2024-07-19 11:01:00,313,1.5,12.2,1440,160,2024-11-12,116,15.9744408945687,1600,0.9375,"smpl",3,"PLC",2.44,2440,2024-07-19 16:14:00,2024-07-19 16:39:00,25
"183","Rnd04","PLC_3.00","DIS","13","157",5000,"2024-jul-19","1101","1651","1659","7","3","",42,20,1.5,"2024-nov-12","12.8","","1440","160","800","800","200",5000,1651,1101,2024-07-19,"11","01","2024-07-19 11:01","16","51","2024-07-19 16:51",2024-07-19 16:51:00,2024-07-19 11:01:00,350,1.5,12.8,1440,160,2024-11-12,116,14.2857142857143,1600,0.9375,"smpl",3,"PLC",2.56,2560,2024-07-19 16:51:00,2024-07-19 16:59:00,8
"184","Rnd04","PLC_3.00","DIS","14","158",3700,"2024-jul-19","1101","1651","1659","7","3","",42,21,1.5,"2024-nov-12","7.9","","1440","160","800","800","200",3700,1651,1101,2024-07-19,"11","01","2024-07-19 11:01","16","51","2024-07-19 16:51",2024-07-19 16:51:00,2024-07-19 11:01:00,350,1.5,7.9,1440,160,2024-11-12,116,10.5714285714286,1600,0.9375,"smpl",3,"PLC",2.13513513513514,2135.13513513513,2024-07-19 16:51:00,2024-07-19 16:59:00,8
