Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
C01,std10e2,,,,gadmor_cytb,34.8774337768555,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,697.548706054688,,,37.7595291137695,32.0023765563965,19308,564,18744,0,0,0,0,,,,,,,,,7219.40380859375,,,8.47989153688611,9.37656615808245,,,,,,,,,,,,9897.13812645445,5605.77181916963,5731.12558948808,,,,,36.3470077514648,33.4096908569336,,,,,,,,,,,,,No
C02,SAFIPO_smpl,,,,gadmor_cytb,1000000,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,20000000,,,1000000,10178.2158203125,17133,17133,0,0,0,0,0,,,,,,,,,7219.40380859375,,,13.8567206800748,,,,,,,,,,,,,9632.4961201975,,9632.4961201975,,,,,1000000,11099.625,,,,,,,,,,,,,No
C03,SAFIPO_smpl,,,,gadmor_cytb,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.194729745388031,0,18102,0,18102,0,0,0,0,,,,,,,,,7219.40380859375,,,,10.3859382613875,,,,,,,,,,,,,5559.79052546232,5559.79052546232,,,,,0.0889763087034225,0,,,,,,,,,,,,,No
C04,SAFIPO_smpl,,,,gadmor_cytb,1868.892578125,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,37377.8515625,,,1903.72961425781,1835.0576171875,17584,13993,3591,0,0,0,0,,,,,,,,,7219.40380859375,,,7.72177901786237,6.31052381008393,,,,,,,,,,,,9903.50061446041,5984.79421576402,9103.22339211517,,,,,1886.53759765625,1851.50817871094,,,,,,,,,,,,,No
C05,SAFIPO_smpl,,,,gadmor_cytb,2028.14990234375,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,40563,,,2066.45922851563,1991.04858398438,17240,14165,3075,0,0,0,0,,,,,,,,,7219.40380859375,,,6.33341938225935,6.80232582852733,,,,,,,,,,,,9731.18591126759,5868.49085334096,9042.2191303439,,,,,2047.53955078125,2009.07458496094,,,,,,,,,,,,,No
D01,std10e1,,,,gadmor_cytb,3.28164958953857,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,65.6329956054688,,,4.24962568283081,2.47357630729675,19027,53,18974,0,0,0,0,,,,,,,,,7219.40380859375,,,7.06727678018539,7.46563241183226,,,,,,,,,,,,9846.4860885908,5583.58291192676,5595.45729403446,,,,,3.75210857391357,2.85240960121155,,,,,,,,,,,,,No
D02,SAFIPO_smpl,,,,gadmor_cytb,1000000,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,20000000,,,1000000,10323.0771484375,19378,19378,0,0,0,0,0,,,,,,,,,7219.40380859375,,,15.2456916644787,,,,,,,,,,,,,9827.74460753859,,9827.74460753859,,,,,1000000,11244.4853515625,,,,,,,,,,,,,No
D03,SAFIPO_smpl,,,,gadmor_cytb,1574.16479492188,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,31483.296875,,,1603.67797851563,1545.3740234375,17598,12981,4617,0,0,0,0,,,,,,,,,7219.40380859375,,,7.81429411953042,7.66789203436125,,,,,,,,,,,,9579.76044988078,5841.38038040039,8598.96145108597,,,,,1589.13012695313,1559.3876953125,,,,,,,,,,,,,No
D04,SAFIPO_smpl,,,,gadmor_cytb,1602.34167480469,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,32046.833984375,,,1632.806640625,1572.64562988281,17072,12699,4373,0,0,0,0,,,,,,,,,7219.40380859375,,,6.3162418430297,4.94551632857244,,,,,,,,,,,,9950.57252093546,5997.51321898939,8937.99471356607,,,,,1617.78649902344,1587.09704589844,,,,,,,,,,,,,No
D05,SAFIPO_smpl,,,,gadmor_cytb,1728.66552734375,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,34573.3125,,,1760.46533203125,1697.70275878906,18077,13918,4159,0,0,0,0,,,,,,,,,7219.40380859375,,,7.12917890625427,7.4496576621015,,,,,,,,,,,,9616.25080146466,5798.11740892304,8737.80765384168,,,,,1744.78247070313,1712.76635742188,,,,,,,,,,,,,No
E01,std10e0,,,,gadmor_cytb,0.373621106147766,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7.47242212295532,,,0.763808190822601,0.146320790052414,18896,6,18890,0,0,0,0,,,,,,,,,7219.40380859375,,,10.102977157549,9.36297200432158,,,,,,,,,,,,9580.3369140625,5464.56070928215,5465.86758148943,,,,,0.549264013767242,0.24016247689724,,,,,,,,,,,,,No
E02,SAFIPO_smpl,,,,gadmor_cytb,1000000,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,20000000,,,1000000,10269.6708984375,18518,18518,0,0,0,0,0,,,,,,,,,7219.40380859375,,,12.513759544496,,,,,,,,,,,,,9666.23766640271,,9666.23766640271,,,,,1000000,11191.080078125,,,,,,,,,,,,,No
E03,SAFIPO_smpl,,,,gadmor_cytb,1616.20092773438,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,32324.01953125,,,1646.02136230469,1587.11779785156,18092,13512,4580,0,0,0,0,,,,,,,,,7219.40380859375,,,7.75639575954109,8.77682101233761,,,,,,,,,,,,9464.04698265171,5709.69073310419,8513.62958142864,,,,,1631.32104492188,1601.27282714844,,,,,,,,,,,,,No
E04,SAFIPO_smpl,,,,gadmor_cytb,1732.39782714844,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,34647.95703125,,,1765.94091796875,1699.78466796875,16338,12591,3747,0,0,0,0,,,,,,,,,7219.40380859375,,,6.76163009338993,6.23322449227976,,,,,,,,,,,,9733.0705531698,5921.24034501038,8858.85536220558,,,,,1749.39208984375,1715.6455078125,,,,,,,,,,,,,No
E05,SAFIPO_smpl,,,,gadmor_cytb,1959.36901855469,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,39187.37890625,,,1997.37927246094,1922.54846191406,16298,13216,3082,0,0,0,0,,,,,,,,,7219.40380859375,,,6.30737120179069,7.37102555059735,,,,,,,,,,,,9473.9737960409,5776.9140054652,8774.84885589154,,,,,1978.60852050781,1940.43896484375,,,,,,,,,,,,,No
F01,std10e-1,,,,gadmor_cytb,0.0618300139904022,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.23660027980804,,,0.295329451560974,0.00259679509326816,19028,1,19027,0,0,0,0,,,,,,,,,7219.40380859375,,,,8.84438745970038,,,,,,,,,,,,9901.66015625,5561.09921419746,5561.32732860476,,,,,0.153900936245918,0.0167556125670671,,,,,,,,,,,,,No
F02,SAFIPO_smpl,,,,gadmor_cytb,2975.56616210938,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,59511.32421875,,,3034.47778320313,2919.46435546875,18590,17108,1482,0,0,0,0,,,,,,,,,7219.40380859375,,,9.74727967597833,8.79263090647068,,,,,,,,,,,,9549.64691129287,5669.86332243432,9240.34947833492,,,,,3005.25439453125,2946.60864257813,,,,,,,,,,,,,No
F03,SAFIPO_smpl,,,,gadmor_cytb,2139.75244140625,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,42795.046875,,,2178.89819335938,2101.86743164063,18524,15519,3005,0,0,0,0,,,,,,,,,7219.40380859375,,,4.94587025791603,4.78258456077992,,,,,,,,,,,,9492.50402326256,5803.62353044405,8894.08651727468,,,,,2159.56201171875,2120.27099609375,,,,,,,,,,,,,No
F04,SAFIPO_smpl,,,,gadmor_cytb,268.717742919922,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5374.35498046875,,,278.436676025391,259.078430175781,14564,2974,11590,0,0,0,0,,,,,,,,,7219.40380859375,,,7.02795488862444,8.15880125575477,,,,,,,,,,,,9794.50161884772,5825.98901059642,6636.36778682131,,,,,273.666320800781,263.789855957031,,,,,,,,,,,,,No
F05,SAFIPO_smpl,,,,gadmor_cytb,2597.1201171875,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,51942.40234375,,,2647.47094726563,2548.83618164063,17714,15766,1948,0,0,0,0,,,,,,,,,7219.40380859375,,,7.35755874944811,6.97731674756503,,,,,,,,,,,,9583.82290717936,5871.9482682559,9175.62985103039,,,,,2622.53979492188,2572.23803710938,,,,,,,,,,,,,No
G01,std10e-2,,,,gadmor_cytb,0.0657889321446419,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.31577861309052,,,0.314241111278534,0.00276306131854653,17883,1,17882,0,0,0,0,,,,,,,,,7219.40380859375,,,,10.0382770206489,,,,,,,,,,,,7690.15771484375,5527.37538260803,5527.49632329652,,,,,0.163755476474762,0.0178284365683794,,,,,,,,,,,,,No
G02,SAFIPO_smpl,,,,gadmor_cytb,1970.93371582031,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,39418.67578125,,,2007.06091308594,1935.88293457031,18232,14818,3414,0,0,0,0,,,,,,,,,7219.40380859375,,,9.1878451556475,9.16047080419271,,,,,,,,,,,,9662.58458831742,5760.82551997519,8931.967790417,,,,,1989.22729492188,1952.92028808594,,,,,,,,,,,,,No
G03,SAFIPO_smpl,,,,gadmor_cytb,2046.50390625,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,40930.078125,,,2082.9365234375,2011.16564941406,19396,15990,3406,0,0,0,0,,,,,,,,,7219.40380859375,,,8.7863843525034,8.80240746447957,,,,,,,,,,,,9363.31098831301,5712.51773524662,8722.21994789518,,,,,2064.95092773438,2028.34155273438,,,,,,,,,,,,,No
G04,SAFIPO_smpl,,,,gadmor_cytb,1347.12133789063,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,26942.42578125,,,1373.90905761719,1320.92993164063,16241,11073,5168,0,0,0,0,,,,,,,,,7219.40380859375,,,6.12708981832391,8.3757976501752,,,,,,,,,,,,9337.23700416942,5625.03477255995,8155.98824282728,,,,,1360.71228027344,1333.68542480469,,,,,,,,,,,,,No
G05,SAFIPO_smpl,,,,gadmor_cytb,1988.05834960938,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,39761.16796875,,,2024.22509765625,1952.97045898438,18521,15103,3418,0,0,0,0,,,,,,,,,7219.40380859375,,,8.86746918146442,7.64091656354925,,,,,,,,,,,,9575.66194995536,5801.36461495209,8879.12567809956,,,,,2006.37182617188,1970.02563476563,,,,,,,,,,,,,No
H01,NTC,,,,gadmor_cytb,0,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.201371476054192,0,17505,0,17505,0,0,0,0,,,,,,,,,7219.40380859375,,,,10.2318621322102,,,,,,,,,,,,,5454.01612588925,5454.01612588925,,,,,0.092010922729969,0,,,,,,,,,,,,,No
H02,SAFIPO_smpl,,,,gadmor_cytb,1147.07470703125,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,22941.494140625,,,1170.11926269531,1124.47290039063,16859,10500,6359,0,0,0,0,,,,,,,,,7219.40380859375,,,7.25559263568708,9.56287558176273,,,,,,,,,,,,9323.8463437965,5533.37581661756,7894.12915521291,,,,,1158.77575683594,1135.48889160156,,,,,,,,,,,,,No
H03,SAFIPO_smpl,,,,gadmor_cytb,1663.14013671875,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,33262.8046875,,,1693.56994628906,1633.47766113281,18331,13872,4459,0,0,0,0,,,,,,,,,7219.40380859375,,,8.19508011165974,8.3275447527361,,,,,,,,,,,,9281.94128801638,5670.04416256973,8403.35041559444,,,,,1678.56726074219,1647.91271972656,,,,,,,,,,,,,No
H04,SAFIPO_smpl,,,,gadmor_cytb,1976.58117675781,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,39531.625,,,2013.35754394531,1940.91979980469,17708,14408,3300,0,0,0,0,,,,,,,,,7219.40380859375,,,6.55374754716098,7.75383375391179,,,,,,,,,,,,9428.0775538587,5760.99332859849,8744.69275922584,,,,,1995.20092773438,1958.25158691406,,,,,,,,,,,,,No
H05,SAFIPO_smpl,,,,gadmor_cytb,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.181428670883179,0,19429,0,19429,0,0,0,0,,,,,,,,,7219.40380859375,,,,9.92751202630236,,,,,,,,,,,,,5636.18655844578,5636.18655844578,,,,,0.0828990191221237,0,,,,,,,,,,,,,No
