Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
D05,smpl,,,,Plafle,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.187439471483231,0,18806,0,18806,0,0,0,0,,,,,,,,,7589.92138671875,,,,28.9191397264752,,,,,,,,,,,,,3708.42634760536,3708.42634760536,,,,,0.0856453627347946,0,,,,,,,,,,,,,No
E01,STD10E0,,,,Plafle,0.344164967536926,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6.88329935073853,,,0.703580617904663,0.134785950183868,20513,6,20507,0,0,0,0,,,,,,,,,7589.92138671875,,,5.93015700817714,12.5562355745015,,,,,,,,,,,,12112.6466471354,3213.60141483939,3216.20436279404,,,,,0.505957305431366,0.221229165792465,,,,,,,,,,,,,No
E02,smpl,,,,Plafle,0.115018874406815,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.300377368927,,,0.368445158004761,0.0174246374517679,20458,2,20456,0,0,0,0,,,,,,,,,7589.92138671875,,,26.0589807776918,35.1487676010923,,,,,,,,,,,,11783.3432617188,3734.69926071316,3735.48610634822,,,,,0.221133768558502,0.0499168112874031,,,,,,,,,,,,,No
E03,smpl,,,,Plafle,0.240169569849968,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4.803391456604,,,0.566338241100311,0.0724660009145737,19596,4,19592,0,0,0,0,,,,,,,,,7589.92138671875,,,20.8386987615138,33.4460621239348,,,,,,,,,,,,12299.7082519531,3887.04886114729,3888.76608086372,,,,,0.383634239435196,0.13791136443615,,,,,,,,,,,,,No
E04,smpl,,,,Plafle,0.382057785987854,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7.64115571975708,,,0.830369830131531,0.134317383170128,15399,5,15394,0,0,0,0,,,,,,,,,7589.92138671875,,,2.05237010940545,20.7870041455568,,,,,,,,,,,,12325.7689453125,3939.22119933598,3941.94428127182,,,,,0.581923425197601,0.234263136982918,,,,,,,,,,,,,No
E05,smpl,,,,Plafle,0.136568650603294,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.73137307167053,,,0.437485307455063,0.0206891316920519,17230,2,17228,0,0,0,0,,,,,,,,,7589.92138671875,,,3.87283834656055,25.0208748431367,,,,,,,,,,,,11165.4853515625,3789.63455488578,3790.49071864628,,,,,0.262567281723022,0.059268843382597,,,,,,,,,,,,,No
F01,STD10E-1,,,,Plafle,0.0575249046087265,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.15049815177917,,,0.2747642993927,0.00241598952561617,20452,1,20451,0,0,0,0,,,,,,,,,7589.92138671875,,,,12.7832937606584,,,,,,,,,,,,11053.634765625,3365.70269545289,3366.07859668847,,,,,0.143184706568718,0.0155889708548784,,,,,,,,,,,,,No
F02,smpl,,,,Plafle,0.0582367926836014,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.16473579406738,,,0.278164923191071,0.00244588730856776,20202,1,20201,0,0,0,0,,,,,,,,,7589.92138671875,,,,34.5533204639649,,,,,,,,,,,,7827.15185546875,3630.74959361058,3630.95731573026,,,,,0.144956722855568,0.0157818850129843,,,,,,,,,,,,,No
F03,smpl,,,,Plafle,0.183407992124557,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3.66815996170044,,,0.486154854297638,0.0435262434184551,19245,3,19242,0,0,0,0,,,,,,,,,7589.92138671875,,,4.39976921776337,19.886499238882,,,,,,,,,,,,11315.1497395833,4030.78753874632,4031.92305896469,,,,,0.314011931419373,0.0953074544668198,,,,,,,,,,,,,No
F04,smpl,,,,Plafle,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.258893489837646,0,13616,0,13616,0,0,0,0,,,,,,,,,7589.92138671875,,,,24.3094668019297,,,,,,,,,,,,,3462.25054980053,3462.25054980053,,,,,0.118292391300201,0,,,,,,,,,,,,,No
F05,smpl,,,,Plafle,0.512288510799408,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,10.2457704544067,,,0.997851192951202,0.217622175812721,16079,7,16072,0,0,0,0,,,,,,,,,7589.92138671875,,,2.31964903053638,23.1493851581405,,,,,,,,,,,,10852.1162109375,3863.01215767754,3866.05486732197,,,,,0.732787609100342,0.341232538223267,,,,,,,,,,,,,No
G01,STD10E-2,,,,Plafle,0,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.183182463049889,0,19243,0,19243,0,0,0,0,,,,,,,,,7589.92138671875,,,,9.07511785902782,,,,,,,,,,,,,3606.81677069107,3606.81677069107,,,,,0.0837003290653229,0,,,,,,,,,,,,,No
G02,smpl,,,,Plafle,0.0587632954120636,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.17526590824127,,,0.280679970979691,0.00246799946762621,20021,1,20020,0,0,0,0,,,,,,,,,7589.92138671875,,,,32.7601820448233,,,,,,,,,,,,12393.759765625,3867.52028796399,3867.94615277982,,,,,0.146267294883728,0.0159245636314154,,,,,,,,,,,,,No
G03,smpl,,,,Plafle,0.377255290746689,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7.54510593414307,,,0.771238923072815,0.14774389564991,18714,6,18708,0,0,0,0,,,,,,,,,7589.92138671875,,,8.99875178580941,30.4413225889377,,,,,,,,,,,,12155.8673502604,4058.49831176523,4061.09445445151,,,,,0.554607033729553,0.242498382925987,,,,,,,,,,,,,No
G04,smpl,,,,Plafle,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.241741061210632,0,14582,0,14582,0,0,0,0,,,,,,,,,7589.92138671875,,,,25.6681936137947,,,,,,,,,,,,,3732.55663675746,3732.55663675746,,,,,0.110455617308617,0,,,,,,,,,,,,,No
G05,smpl,,,,Plafle,0.0684491991996765,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.36898398399353,,,0.326949268579483,0.00287478626705706,17188,1,17187,0,0,0,0,,,,,,,,,7589.92138671875,,,,22.5503236926066,,,,,,,,,,,,12713.1435546875,3964.546997049,3965.05599149616,,,,,0.170377433300018,0.0185493398457766,,,,,,,,,,,,,No
H01,NTC,,,,Plafle,0,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.177482083439827,0,19861,0,19861,0,0,0,0,,,,,,,,,7589.92138671875,,,,16.1126080284399,,,,,,,,,,,,,3562.42979644811,3562.42979644811,,,,,0.0810957998037338,0,,,,,,,,,,,,,No
H02,smpl,,,,Plafle,0.132919505238533,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.65839004516602,,,0.425794214010239,0.0201363414525986,17703,2,17701,0,0,0,0,,,,,,,,,7589.92138671875,,,167.698752001164,28.3922715048986,,,,,,,,,,,,12090.9296875,3597.9996342787,3598.95912476655,,,,,0.255551069974899,0.0576852224767208,,,,,,,,,,,,,No
H03,smpl,,,,Plafle,0.276556313037872,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5.53112602233887,,,0.652154743671417,0.0834440216422081,17018,4,17014,0,0,0,0,,,,,,,,,7589.92138671875,,,11.0261380223039,26.8121353954489,,,,,,,,,,,,12643.2980957031,4087.71449703989,4089.72544629331,,,,,0.44176059961319,0.158804520964622,,,,,,,,,,,,,No
H04,smpl,,,,Plafle,1.33639228343964,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,26.7278461456299,,,2.05674338340759,0.807964742183685,15855,18,15837,0,0,0,0,,,,,,,,,7589.92138671875,,,9.08284891745061,18.6652284022238,,,,,,,,,,,,12885.5037434896,4241.25460551241,4251.06832260377,,,,,1.676598072052,1.04574632644653,,,,,,,,,,,,,No
H05,smpl,,,,Plafle,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.189119011163712,0,18639,0,18639,0,0,0,0,,,,,,,,,7589.92138671875,,,,25.1577447272574,,,,,,,,,,,,,3859.85771745295,3859.85771745295,,,,,0.0864127576351166,0,,,,,,,,,,,,,No
