"","file","Well","Sample description 1","Sample description 2","Sample description 3","Sample description 4","Target","Conc(copies/µL)","Molecular Weight(pg/µL)","Status","Status Reason","Experiment","SampleType","TargetType","Supermix","DyeName(s)","Copies/20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted Droplets","Positives","Negatives","Ch1+Ch2+","Ch1+Ch2-","Ch1-Ch2+","Ch1-Ch2-","Linkage","CNV","TotalCNVMax","TotalCNVMin","PoissonCNVMax","PoissonCNVMin","ReferenceCopies","UnknownCopies","Threshold1","Threshold2","Threshold3","ThresholdSigmaAbove","ThresholdSigmaBelow","ReferenceUsed","Ratio","TotalRatioMax","TotalRatioMin","PoissonRatioMax","PoissonRatioMin","Fractional Abundance","TotalFractionalAbundanceMax","TotalFractionalAbundanceMin","PoissonFractionalAbundanceMax","PoissonFractionalAbundanceMin","MeanAmplitudeOfPositives","MeanAmplitudeOfNegatives","MeanAmplitudeTotal","ExperimentComments","MergedWells","TotalConfidenceMax68","TotalConfidenceMin68","PoissonConfidenceMax68","PoissonConfidenceMin68","TotalCNVMax68","TotalCNVMin68","PoissonCNVMax68","PoissonCNVMin68","TotalRatioMax68","TotalRatioMin68","PoissonRatioMax68","PoissonRatioMin68","TotalFractionalAbundanceMax68","TotalFractionalAbundanceMin68","PoissonFractionalAbundanceMax68","PoissonFractionalAbundanceMin68","TiltCorrected","ddpcrNo","smpldscr01","smpldscr02","smpldscr03","smpldscr04","WellNumber","conc.copies.per.uL","column_label","WellName","WellType","Fprimer","Rprimer","Stnd_dil lvl","Templvol","watervol_pr_well","Fprimer_conc","Rprimer_conc","Probe_conc","Tube_No","flNm","WellNm02","unq_fltNmb","...1","Filt.Rnd","Filt.mbr.pore","Filt.Type","Biol.Rpl.nr","unkFilt.nr","Filtreret.volume..mL.","dato.for.filtrering","Tidspnkt.start.filt","Tidspnkt.slut.filt","Tidspnkt.Filt.indfrosset","Cartridge.nummer.I.manifold","Manifold.og.pumpe.nummer","Notat","ESXNR","subESXNr","ekstraktionsudbytte_vol_fra_filter_mL","ekstraktionsdato","konc_ng_per_uL","Note_til_ekstraktion","vol_ATL_buffer_uL","vol_proteinaseK_uL","vol_AL_buffer_uL","vol_96EtOH_uL","vol_AE_buffer_for_elutering_uL","fltvol.mL","flttim.end","flttim.sta","dt.f.filt","flttim.sta_hh","flttim.sta_mm","flttim.sta_hh_mm","flttim.end_hh","flttim.end_mm","flttim.end_hh_mm","fltm_end","fltm_sta","diff.time","extrvl_mL","extrconc_ngpuL","volATL_uL","volPK_uL","dt.f.extr","diff.dt.fil.extr","mlpermin","vlf.extrc","vly.rt","filt.smpltp","filt.psz","filt.mbr","extrconc_ngpuL_Pfltvol.L","covl","tmflt_end","tmflt_frz","tm.btw_fil_freez","filt.pszc","ddpcr_copies_uL","ddpcr_copies_uL_per_L","prv.type"
"56","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","E08","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.169298276305199","0","20821","0","20821","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"33.0336468604619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"657.234878316518","657.234878316518",NA,NA,NA,NA,"0.0773565694689751","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","E08",0,"1","51","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","61","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","051","051",53,"Rnd02","PLC_0.80","DIS",3,"51",4500,"2024-jul-17",1048,1529,1540,2,2,NA,37,3,1.5,"2024-sep-04",13.8,NA,1440,160,800,800,200,4500,1529,1048,2024-07-17,10,"48","2024-07-17 10:48",15,"29","2024-07-17 15:29",2024-07-17 15:29:00,2024-07-17 10:48:00,281,1.5,13.8,1440,160,2024-09-04,49,16.0142348754448,1600,0.9375,"smpl",0.8,"PLC",3.06666666666667,3066.66666666667,2024-07-17 15:29:00,2024-07-17 15:40:00,11,"0.8",0,0,"akvarie"
"57","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","E09","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.176283746957779","0","19996","0","19996","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"30.9199020666136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"703.942090328466","703.942090328466",NA,NA,NA,NA,"0.0805482715368271","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","E09",0,"1","59","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","69","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","059","059",61,"Rnd02","PLC_0.80","DIS",11,"59",5400,"2024-jul-17",1048,1652,1701,6,2,NA,37,11,1.5,"2024-sep-04",17.4,NA,1440,160,800,800,200,5400,1652,1048,2024-07-17,10,"48","2024-07-17 10:48",16,"52","2024-07-17 16:52",2024-07-17 16:52:00,2024-07-17 10:48:00,364,1.5,17.4,1440,160,2024-09-04,49,14.8351648351648,1600,0.9375,"smpl",0.8,"PLC",3.22222222222222,3222.22222222222,2024-07-17 16:52:00,2024-07-17 17:01:00,9,"0.8",0,0,"akvarie"
"58","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","E10","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.163525283336639","0","21556","0","21556","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"33.2463910435613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"652.867177023563","652.867177023563",NA,NA,NA,NA,"0.0747188404202461","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","E10",0,"1","187","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","77","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","187","187",69,"Rnd05","NYL_0.45NK","DIS",3,"187",4650,"2024-jul-30",1425,1744,1758,2,3,NA,37,19,1.1,"2024-sep-04",13,NA,1440,160,800,800,200,4650,1744,1425,2024-07-30,14,"25","2024-07-30 14:25",17,"44","2024-07-30 17:44",2024-07-30 17:44:00,2024-07-30 14:25:00,199,1.1,13,1440,160,2024-09-04,36,23.3668341708543,1600,0.6875,"NK",0.45,"NYL",2.79569892473118,2795.69892473118,2024-07-30 17:44:00,2024-07-30 17:58:00,14,"0.45",0,0,"NK"
"59","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","E11","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.172344595193863","0","20453","0","20453","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"31.5924485456271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"687.283432565621","687.283432565621",NA,NA,NA,NA,"0.0787484496831894","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","E11",0,"1","46","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","85","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","046","046",77,"Rnd02","STX_0.22","CPS",14,"46",4950,"2024-jul-16",1437,1752,1832,NA,1,NA,38,6,0.9,"2024-sep-06",16.5,NA,720,80,400,400,200,4950,1752,1437,2024-07-16,14,"37","2024-07-16 14:37",17,"52","2024-07-16 17:52",2024-07-16 17:52:00,2024-07-16 14:37:00,195,0.9,16.5,720,80,2024-09-06,52,25.3846153846154,800,1.125,"smpl",0.22,"STX",3.33333333333333,3333.33333333333,2024-07-16 17:52:00,2024-07-16 18:32:00,40,"0.22",0,0,"akvarie"
"60","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","E12","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.178705886006355","0","19725","0","19725","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"32.5427163741224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654.563262594438","654.563262594438",NA,NA,NA,NA,"0.0816549584269524","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","E12",0,"1","86","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","93","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","086","086",85,"Rnd03","STX_0.45","CPS",6,"86",5000,"2024-jul-17",1318,1635,1651,NA,1,NA,38,14,0.3,"2024-sep-06",6.65,NA,720,80,400,400,200,5000,1635,1318,2024-07-17,13,"18","2024-07-17 13:18",16,"35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.3,6.65,720,80,2024-09-06,51,25.3807106598985,800,0.375,"smpl",0.45,"STX",1.33,1330,2024-07-17 16:35:00,2024-07-17 16:51:00,16,"0.45",0,0,"akvarie"
"61","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F01","STD10E-1",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","PosCtrl","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.199841558933258","0","17639","0","17639","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"28.3215882488972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629.504702111897","629.504702111897",NA,NA,NA,NA,"0.0913119092583656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","STD10E-1","voltempl_10uL","1E-1","Myaare","F01",0,"1","std_10E-1_Myaare","standard","Myaare_CO1_F01","Myaare_CO1_R02","-1","10","0","0.25","1.2000000000000002","0.20000000000000001","6","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","STD","STD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"62","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F02","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.212222993373871","0","16610","0","16610","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"32.7919816244427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666.324745592534","666.324745592534",NA,NA,NA,NA,"0.0969689637422562","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F02",0,"1","6","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","14","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","006","006",6,"Rnd01","STX_0.22","CPS",6,"6",5000,"2024-jul-16",1101,1419,1437,NA,1,NA,35,6,0.8,"2024-aug-28",20,NA,720,80,400,400,200,5000,1419,1101,2024-07-16,11,"01","2024-07-16 11:01",14,"19","2024-07-16 14:19",2024-07-16 14:19:00,2024-07-16 11:01:00,198,0.8,20,720,80,2024-08-28,43,25.2525252525253,800,1,"smpl",0.22,"STX",4,4000,2024-07-16 14:19:00,2024-07-16 14:37:00,18,"0.22",0,0,"akvarie"
"63","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F03","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.206830695271492","0","17043","0","17043","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"32.3599827202267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"671.431950825268","671.431950825268",NA,NA,NA,NA,"0.094505250453949","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F03",0,"1","126","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","22","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","126","126",14,"Rnd04","STX_0.45","CPS",6,"126",5000,"2024-jul-18",1136,1457,1514,NA,1,NA,35,14,0.6,"2024-aug-28",13.8,NA,720,80,400,400,200,5000,1457,1136,2024-07-18,11,"36","2024-07-18 11:36",14,"57","2024-07-18 14:57",2024-07-18 14:57:00,2024-07-18 11:36:00,201,0.6,13.8,720,80,2024-08-28,41,24.8756218905473,800,0.75,"smpl",0.45,"STX",2.76,2760,2024-07-18 14:57:00,2024-07-18 15:14:00,17,"0.45",0,0,"akvarie"
"64","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F04","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.199954941868782","0","17629","0","17629","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"33.4021581266625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"651.352324637953","651.352324637953",NA,NA,NA,NA,"0.0913637056946754","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F04",0,"1","182","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","30","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","182","182",22,"Rnd05","STX_0.45NK","CPS",2,"182",5100,"2024-jul-30",1056,1401,1414,NA,1,NA,35,22,0.4,"2024-aug-28",2.27,NA,720,80,400,400,200,5100,1401,1056,2024-07-30,10,"56","2024-07-30 10:56",14,"01","2024-07-30 14:01",2024-07-30 14:01:00,2024-07-30 10:56:00,185,0.4,2.27,720,80,2024-08-28,29,27.5675675675676,800,0.5,"NK",0.45,"STX",0.445098039215686,445.098039215686,2024-07-30 14:01:00,2024-07-30 14:14:00,13,"0.45",0,0,"NK"
"65","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F05","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.178542941808701","0","19743","0","19743","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"31.3789567189879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"695.77906035179","695.77906035179",NA,NA,NA,NA,"0.0815805122256279","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F05",0,"1","134","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","38","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","134","134",30,"Rnd04","PSE_0.45","DIS",6,"134",5000,"2024-jul-19",1020,1314,1321,3,2,NA,36,6,1.4,"2024-aug-29",16,NA,1440,160,800,800,200,5000,1314,1020,2024-07-19,10,"20","2024-07-19 10:20",13,"14","2024-07-19 13:14",2024-07-19 13:14:00,2024-07-19 10:20:00,174,1.4,16,1440,160,2024-08-29,41,28.735632183908,1600,0.875,"smpl",0.45,"PSE",3.2,3200,2024-07-19 13:14:00,2024-07-19 13:21:00,7,"0.45",0,0,"akvarie"
"66","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F06","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.183296784758568","0","19231","0","19231","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"33.7765407459155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643.701351978063","643.701351978063",NA,NA,NA,NA,"0.0837525650858879","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F06",0,"1","142","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","46","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","142","142",38,"Rnd04","PSE_0.45","DIS",14,"142",4550,"2024-jul-19",1020,1629,1639,7,2,NA,36,14,1.4,"2024-aug-29",16.3,NA,1440,160,800,800,200,4550,1629,1020,2024-07-19,10,"20","2024-07-19 10:20",16,"29","2024-07-19 16:29",2024-07-19 16:29:00,2024-07-19 10:20:00,369,1.4,16.3,1440,160,2024-08-29,41,12.3306233062331,1600,0.875,"smpl",0.45,"PSE",3.58241758241758,3582.41758241758,2024-07-19 16:29:00,2024-07-19 16:39:00,10,"0.45",0,0,"akvarie"
"67","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F07","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.167631596326828","0","21028","0","21028","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"29.2531863997384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728.130562767593","728.130562767593",NA,NA,NA,NA,"0.0765950381755829","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F07",0,"1","197","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","54","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","197","197",46,"Rnd05","PLC_3.00NK","DIS",1,"197",5000,"2024-jul-30",1743,1909,2010,7,3,NA,36,22,1.4,"2024-aug-29",0.595,NA,1440,160,800,800,200,5000,1909,1743,2024-07-30,17,"43","2024-07-30 17:43",19,"09","2024-07-30 19:09",2024-07-30 19:09:00,2024-07-30 17:43:00,86,1.4,0.595,1440,160,2024-08-29,30,58.1395348837209,1600,0.875,"NK",3,"PLC",0.119,119,2024-07-30 19:09:00,2024-07-30 20:10:00,61,"3",0,0,"NK"
"68","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F08","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.172953486442566","0","20381","0","20381","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"30.0588102732174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"718.745586862625","718.745586862625",NA,NA,NA,NA,"0.0790266543626785","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F08",0,"1","52","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","62","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","052","052",54,"Rnd02","PLC_0.80","DIS",4,"52",4950,"2024-jul-17",1048,1529,1540,2,2,NA,37,4,1.4,"2024-sep-04",14.4,NA,1440,160,800,800,200,4950,1529,1048,2024-07-17,10,"48","2024-07-17 10:48",15,"29","2024-07-17 15:29",2024-07-17 15:29:00,2024-07-17 10:48:00,281,1.4,14.4,1440,160,2024-09-04,49,17.6156583629893,1600,0.875,"smpl",0.8,"PLC",2.90909090909091,2909.09090909091,2024-07-17 15:29:00,2024-07-17 15:40:00,11,"0.8",0,0,"akvarie"
"69","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F09","smpl",NA,NA,NA,"Myaare","0.0563214495778084",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","1.12642896175385",NA,NA,"0.269015550613403","0.00236544641666114","20889","1","20888","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"30.7949904779245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2473.31958007813","697.42288143139","697.507897310496",NA,NA,NA,NA,"0.140189081430435","0.015262845903635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F09",0.0563214495778084,"1","60","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","70","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","060","060",62,"Rnd02","PLC_0.80","DIS",12,"60",5350,"2024-jul-17",1048,1652,1701,6,2,NA,37,12,1.4,"2024-sep-04",13,NA,1440,160,800,800,200,5350,1652,1048,2024-07-17,10,"48","2024-07-17 10:48",16,"52","2024-07-17 16:52",2024-07-17 16:52:00,2024-07-17 10:48:00,364,1.4,13,1440,160,2024-09-04,49,14.6978021978022,1600,0.875,"smpl",0.8,"PLC",2.42990654205608,2429.90654205608,2024-07-17 16:52:00,2024-07-17 17:01:00,9,"0.8",0.0563214495778084,0.0105273737528614,"akvarie"
"70","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F10","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.169306412339211","0","20820","0","20820","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"31.3772672709322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"686.837335979011","686.837335979011",NA,NA,NA,NA,"0.0773602798581123","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F10",0,"1","188","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","78","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","188","188",70,"Rnd05","NYL_0.45NK","DIS",4,"188",5050,"2024-jul-30",1425,1744,1758,2,3,NA,37,20,1,"2024-sep-04",11,NA,1440,160,800,800,200,5050,1744,1425,2024-07-30,14,"25","2024-07-30 14:25",17,"44","2024-07-30 17:44",2024-07-30 17:44:00,2024-07-30 14:25:00,199,1,11,1440,160,2024-09-04,36,25.3768844221106,1600,0.625,"NK",0.45,"NYL",2.17821782178218,2178.21782178218,2024-07-30 17:44:00,2024-07-30 17:58:00,14,"0.45",0,0,"NK"
"71","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F11","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.16621658205986","0","21207","0","21207","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"29.4878769207153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"720.883758978071","720.883758978071",NA,NA,NA,NA,"0.0759485140442848","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F11",0,"1","47","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","86","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","047","047",78,"Rnd02","STX_0.22","CPS",15,"47",4750,"2024-jul-16",1437,1752,1832,NA,1,NA,38,7,0.7,"2024-sep-06",15.6,NA,720,80,400,400,200,4750,1752,1437,2024-07-16,14,"37","2024-07-16 14:37",17,"52","2024-07-16 17:52",2024-07-16 17:52:00,2024-07-16 14:37:00,195,0.7,15.6,720,80,2024-09-06,52,24.3589743589744,800,0.875,"smpl",0.22,"STX",3.28421052631579,3284.21052631579,2024-07-16 17:52:00,2024-07-16 18:32:00,40,"0.22",0,0,"akvarie"
"72","swk_ddpcr0062_20250121_20250121_102143_319_measure_conc_on_filters_Myaare_dil1to1.csv","F12","smpl",NA,NA,NA,"Myaare","0",NA,"OK",NA,"DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.183592766523361","0","19200","0","19200","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1711.98132324219",NA,NA,NA,"22.4462016321243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"607.078976680438","607.078976680438",NA,NA,NA,NA,"0.0838877931237221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0062","smpl","voltempl_10uL",NA,"Myaare","F12",0,"1","87","unknown","Myaare_CO1_F01","Myaare_CO1_R02",NA,"10","0","0.25","1.2000000000000002","0.20000000000000001","94","setup_ddpcr0062_Myaare_dil1to1_20250120.xls","087","087",86,"Rnd03","STX_0.45","CPS",7,"87",4850,"2024-jul-17",1318,1635,1651,NA,1,NA,38,15,0.8,"2024-sep-06",16.4,NA,720,80,800,800,200,4850,1635,1318,2024-07-17,13,"18","2024-07-17 13:18",16,"35","2024-07-17 16:35",2024-07-17 16:35:00,2024-07-17 13:18:00,197,0.8,16.4,720,80,2024-09-06,51,24.6192893401015,800,1,"smpl",0.45,"STX",3.38144329896907,3381.44329896907,2024-07-17 16:35:00,2024-07-17 16:51:00,16,"0.45",0,0,"akvarie"
